#YY  MM DD hh mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE
#yr  mo dy hr mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,nmi,hPa,ft
2019 04 17 21 06,90,3.6,7.7,MM,MM,MM,MM,1020.1,24.8,25.5,MM,MM,MM,MM
2019 04 17 21 12,100,2.6,7.2,MM,MM,MM,MM,1020.1,25.2,25.5,MM,MM,MM,MM
2019 04 17 21 18,90,3.6,6.2,MM,MM,MM,MM,1020.1,24.9,25.5,MM,MM,MM,MM
2019 04 17 21 24,80,4.6,8.2,MM,MM,MM,MM,1020.1,24.6,25.5,MM,MM,MM,MM
2019 04 17 21 30,100,3.6,7.2,MM,MM,MM,MM,1020.1,24.9,25.5,MM,MM,MM,MM
2019 04 17 21 36,70,5.7,7.7,MM,MM,MM,MM,1020.2,24.7,25.5,MM,MM,MM,MM
2019 04 17 21 42,70,5.7,7.2,MM,MM,MM,MM,1020.1,24.6,25.5,MM,MM,MM,MM
2019 04 17 21 48,60,6.2,8.2,MM,MM,MM,MM,1020,24.6,25.5,MM,MM,MM,MM
2019 04 17 21 54,60,6.2,8.2,MM,MM,MM,MM,1020,24.6,25.5,MM,MM,MM,MM
2019 04 17 22 00,60,5.7,7.2,MM,MM,MM,MM,1019.9,24.5,25.6,MM,MM,0,MM
2019 04 17 22 06,60,5.7,7.7,MM,MM,MM,MM,1019.8,24.6,25.6,MM,MM,MM,MM
2019 04 17 22 12,50,5.7,7.2,MM,MM,MM,MM,1019.8,24.6,25.6,MM,MM,MM,MM
2019 04 17 22 18,70,5.7,8.2,MM,MM,MM,MM,1019.8,24.4,25.6,MM,MM,MM,MM
2019 04 17 22 24,70,6.2,8.2,MM,MM,MM,MM,1019.7,24.5,25.6,MM,MM,MM,MM
2019 04 17 22 30,70,5.7,7.7,MM,MM,MM,MM,1019.7,24.4,25.6,MM,MM,MM,MM
2019 04 17 22 36,50,5.7,7.2,MM,MM,MM,MM,1019.6,24.4,25.5,MM,MM,MM,MM
2019 04 17 22 42,70,5.7,7.2,MM,MM,MM,MM,1019.6,24.5,25.5,MM,MM,MM,MM
2019 04 17 22 48,60,6.2,7.7,MM,MM,MM,MM,1019.6,24.6,25.5,MM,MM,MM,MM
2019 04 17 22 54,60,5.7,7.7,MM,MM,MM,MM,1019.5,24.9,25.5,MM,MM,MM,MM
2019 04 17 23 00,60,5.7,7.2,MM,MM,MM,MM,1019.4,24.4,25.5,MM,MM,-0.8,MM
2019 04 17 23 06,50,5.1,6.7,MM,MM,MM,MM,1019.4,24.6,25.5,MM,MM,MM,MM
2019 04 17 23 12,70,5.1,7.2,MM,MM,MM,MM,1019.4,24.6,25.5,MM,MM,MM,MM
2019 04 17 23 18,60,5.7,7.7,MM,MM,MM,MM,1019.3,24.5,25.5,MM,MM,MM,MM
2019 04 17 23 24,50,5.7,7.2,MM,MM,MM,MM,1019.3,24.4,25.5,MM,MM,MM,MM
2019 04 17 23 30,50,5.1,7.7,MM,MM,MM,MM,1019.2,24.4,25.5,MM,MM,MM,MM
2019 04 17 23 36,50,5.1,7.2,MM,MM,MM,MM,1019,24.6,25.5,MM,MM,MM,MM
2019 04 17 23 42,60,5.7,6.7,MM,MM,MM,MM,1018.9,24.3,25.5,MM,MM,MM,MM
2019 04 17 23 48,60,5.7,7.7,MM,MM,MM,MM,1018.7,24.4,25.5,MM,MM,MM,MM
2019 04 17 23 54,60,5.7,7.7,MM,MM,MM,MM,1018.6,24.5,25.5,MM,MM,MM,MM
2019 04 18 00 00,50,6.2,6.7,MM,MM,MM,MM,1018.5,24.5,25.5,MM,MM,-1.6,MM
2019 04 18 00 06,60,5.1,7.2,MM,MM,MM,MM,1018.4,24.5,25.5,MM,MM,MM,MM
2019 04 18 00 12,50,4.1,6.7,MM,MM,MM,MM,1018.3,24.7,25.5,MM,MM,MM,MM
2019 04 18 00 18,40,6.2,7.7,MM,MM,MM,MM,1018.2,24.2,25.6,MM,MM,MM,MM
2019 04 18 00 24,40,5.7,7.2,MM,MM,MM,MM,1018.1,24.3,25.6,MM,MM,MM,MM
2019 04 18 00 30,50,4.6,6.2,MM,MM,MM,MM,1018.1,24.6,25.6,MM,MM,MM,MM
2019 04 18 00 36,50,4.1,6.2,MM,MM,MM,MM,1018,24.6,25.6,MM,MM,MM,MM
2019 04 18 00 42,50,4.6,6.2,MM,MM,MM,MM,1018,24.3,25.6,MM,MM,MM,MM
2019 04 18 00 48,50,5.1,6.2,MM,MM,MM,MM,1017.9,24.3,25.6,MM,MM,MM,MM
2019 04 18 00 54,50,5.1,6.2,MM,MM,MM,MM,1017.8,24.4,25.6,MM,MM,MM,MM
2019 04 18 01 00,60,5.7,7.2,MM,MM,MM,MM,1017.8,24.7,25.6,MM,MM,-2.1,MM
2019 04 18 01 06,50,4.6,6.2,MM,MM,MM,MM,1017.8,24.4,25.7,MM,MM,MM,MM
2019 04 18 01 12,80,3.1,4.6,MM,MM,MM,MM,1017.7,24.5,25.7,MM,MM,MM,MM
2019 04 18 01 18,90,2.1,6.7,MM,MM,MM,MM,1017.7,24.7,25.7,MM,MM,MM,MM
2019 04 18 01 24,90,2.1,5.1,MM,MM,MM,MM,1017.6,24.3,25.7,MM,MM,MM,MM
2019 04 18 01 30,90,1.5,3.6,MM,MM,MM,MM,1017.6,25,25.7,MM,MM,MM,MM
2019 04 18 01 36,100,3.1,5.7,MM,MM,MM,MM,1017.6,25.2,25.7,MM,MM,MM,MM
2019 04 18 01 42,90,1.5,4.1,MM,MM,MM,MM,1017.5,24.8,25.7,MM,MM,MM,MM
2019 04 18 01 48,90,1.5,4.1,MM,MM,MM,MM,1017.4,24.9,25.7,MM,MM,MM,MM
2019 04 18 01 54,90,2.6,5.7,MM,MM,MM,MM,1017.3,24.4,25.7,MM,MM,MM,MM
2019 04 18 02 00,80,2.6,4.1,MM,MM,MM,MM,1017.3,24.7,25.7,MM,MM,-2.1,MM
2019 04 18 02 06,70,3.6,5.7,MM,MM,MM,MM,1017.3,24.7,25.8,MM,MM,MM,MM
2019 04 18 02 12,80,2.6,5.7,MM,MM,MM,MM,1017.3,24.4,25.8,MM,MM,MM,MM
2019 04 18 02 18,70,4.6,5.7,MM,MM,MM,MM,1017.2,24.4,25.8,MM,MM,MM,MM
2019 04 18 02 24,100,1.5,5.1,MM,MM,MM,MM,1017.2,24.6,25.8,MM,MM,MM,MM
2019 04 18 02 30,90,2.1,4.6,MM,MM,MM,MM,1017.2,24.3,25.8,MM,MM,MM,MM
2019 04 18 02 36,80,3.6,5.7,MM,MM,MM,MM,1017.2,24.1,25.8,MM,MM,MM,MM
2019 04 18 02 42,90,2.6,5.1,MM,MM,MM,MM,1017.2,24.3,25.8,MM,MM,MM,MM
2019 04 18 02 48,90,2.6,5.7,MM,MM,MM,MM,1017.1,24.5,25.8,MM,MM,MM,MM
2019 04 18 02 54,80,1.5,4.1,MM,MM,MM,MM,1017.1,24.3,25.8,MM,MM,MM,MM
2019 04 18 03 00,90,1.5,4.6,MM,MM,MM,MM,1017.1,24.3,25.8,MM,MM,-1.4,MM
2019 04 18 03 06,100,2.6,4.6,MM,MM,MM,MM,1017.2,24.5,25.8,MM,MM,MM,MM
2019 04 18 03 12,90,1.5,4.1,MM,MM,MM,MM,1017.1,24.5,25.8,MM,MM,MM,MM
2019 04 18 03 18,90,2.6,4.6,MM,MM,MM,MM,1017.1,24.4,25.8,MM,MM,MM,MM
2019 04 18 03 24,100,3.1,5.1,MM,MM,MM,MM,1017.1,24.4,25.8,MM,MM,MM,MM
2019 04 18 03 30,100,2.1,4.6,MM,MM,MM,MM,1017.1,24.3,25.8,MM,MM,MM,MM
2019 04 18 03 36,80,4.1,5.7,MM,MM,MM,MM,1017.1,23.9,25.8,MM,MM,MM,MM
2019 04 18 03 42,80,4.6,5.7,MM,MM,MM,MM,1017.2,23.9,25.8,MM,MM,MM,MM
2019 04 18 03 48,80,3.6,5.7,MM,MM,MM,MM,1017.2,23.9,25.8,MM,MM,MM,MM
2019 04 18 03 54,100,2.6,6.2,MM,MM,MM,MM,1017.3,24,25.8,MM,MM,MM,MM
2019 04 18 04 00,90,3.1,5.1,MM,MM,MM,MM,1017.4,23.9,25.8,MM,MM,-0.4,MM
2019 04 18 04 06,90,3.1,5.1,MM,MM,MM,MM,1017.5,24,25.8,MM,MM,MM,MM
2019 04 18 04 12,80,3.6,4.6,MM,MM,MM,MM,1017.5,23.9,25.8,MM,MM,MM,MM
2019 04 18 04 18,80,3.1,4.6,MM,MM,MM,MM,1017.6,24,25.8,MM,MM,MM,MM
2019 04 18 04 24,80,4.1,5.7,MM,MM,MM,MM,1017.6,23.8,25.8,MM,MM,MM,MM
2019 04 18 04 30,80,3.1,5.1,MM,MM,MM,MM,1017.8,23.8,25.8,MM,MM,MM,MM
2019 04 18 04 36,80,2.6,4.6,MM,MM,MM,MM,1017.9,23.9,25.8,MM,MM,MM,MM
2019 04 18 04 42,70,3.1,4.1,MM,MM,MM,MM,1018,23.8,25.8,MM,MM,MM,MM
2019 04 18 04 48,60,3.6,4.1,MM,MM,MM,MM,1018.1,23.8,25.8,MM,MM,MM,MM
2019 04 18 04 54,60,3.1,4.1,MM,MM,MM,MM,1018.1,24,25.8,MM,MM,MM,MM
2019 04 18 05 00,70,4.1,5.7,MM,MM,MM,MM,1018.2,23.9,25.8,MM,MM,0.9,MM
2019 04 18 05 06,60,3.1,4.6,MM,MM,MM,MM,1018.4,23.8,25.8,MM,MM,MM,MM
2019 04 18 05 12,70,2.6,3.1,MM,MM,MM,MM,1018.5,23.9,25.8,MM,MM,MM,MM
2019 04 18 05 18,70,3.6,4.6,MM,MM,MM,MM,1018.6,23.8,25.8,MM,MM,MM,MM
2019 04 18 05 24,60,3.6,4.1,MM,MM,MM,MM,1018.6,24,25.8,MM,MM,MM,MM
2019 04 18 05 30,80,2.6,4.6,MM,MM,MM,MM,1018.7,23.9,25.8,MM,MM,MM,MM
2019 04 18 05 36,80,2.6,4.1,MM,MM,MM,MM,1018.7,23.8,25.8,MM,MM,MM,MM
2019 04 18 05 42,70,3.6,4.6,MM,MM,MM,MM,1018.8,24,25.8,MM,MM,MM,MM
2019 04 18 05 48,70,3.6,4.6,MM,MM,MM,MM,1018.9,23.9,25.8,MM,MM,MM,MM
2019 04 18 05 54,80,1.5,5.1,MM,MM,MM,MM,1018.9,23.9,25.8,MM,MM,MM,MM
2019 04 18 06 00,70,3.6,5.1,MM,MM,MM,MM,1018.9,24,25.8,MM,MM,1.8,MM
2019 04 18 06 06,70,3.6,5.7,MM,MM,MM,MM,1019.1,23.9,25.8,MM,MM,MM,MM
2019 04 18 06 12,90,2.6,5.1,MM,MM,MM,MM,1019.2,24,25.8,MM,MM,MM,MM
2019 04 18 06 18,70,3.6,5.7,MM,MM,MM,MM,1019.2,24,25.8,MM,MM,MM,MM
2019 04 18 06 24,70,4.1,5.1,MM,MM,MM,MM,1019.3,23.9,25.8,MM,MM,MM,MM
2019 04 18 06 30,80,3.1,5.1,MM,MM,MM,MM,1019.3,24,25.8,MM,MM,MM,MM
2019 04 18 06 36,70,4.1,4.6,MM,MM,MM,MM,1019.4,24,25.8,MM,MM,MM,MM
2019 04 18 06 42,80,3.1,5.1,MM,MM,MM,MM,1019.4,23.9,25.8,MM,MM,MM,MM
2019 04 18 06 48,80,3.1,4.6,MM,MM,MM,MM,1019.5,23.9,25.8,MM,MM,MM,MM
2019 04 18 06 54,80,4.1,5.1,MM,MM,MM,MM,1019.7,23.9,25.8,MM,MM,MM,MM
2019 04 18 07 00,80,3.6,4.1,MM,MM,MM,MM,1019.8,23.9,25.8,MM,MM,2.4,MM
2019 04 18 07 06,60,2.6,3.6,MM,MM,MM,MM,1019.9,23.9,25.8,MM,MM,MM,MM
2019 04 18 07 12,70,3.1,4.1,MM,MM,MM,MM,1020,23.9,25.8,MM,MM,MM,MM
2019 04 18 07 18,80,3.1,4.1,MM,MM,MM,MM,1020.1,24,25.8,MM,MM,MM,MM
2019 04 18 07 24,70,3.1,4.1,MM,MM,MM,MM,1020.2,23.8,25.8,MM,MM,MM,MM
2019 04 18 07 30,60,3.1,4.6,MM,MM,MM,MM,1020.2,23.8,25.8,MM,MM,MM,MM
2019 04 18 07 36,70,3.6,5.1,MM,MM,MM,MM,1020.3,23.8,25.8,MM,MM,MM,MM
2019 04 18 07 42,60,3.1,4.1,MM,MM,MM,MM,1020.3,23.8,25.8,MM,MM,MM,MM
2019 04 18 07 48,50,3.6,4.1,MM,MM,MM,MM,1020.4,23.7,25.8,MM,MM,MM,MM
2019 04 18 07 54,50,3.1,4.1,MM,MM,MM,MM,1020.4,23.7,25.8,MM,MM,MM,MM
2019 04 18 08 00,50,3.1,4.1,MM,MM,MM,MM,1020.4,23.7,25.8,MM,MM,2.2,MM
2019 04 18 08 06,50,3.1,3.6,MM,MM,MM,MM,1020.5,23.7,25.8,MM,MM,MM,MM
2019 04 18 08 12,50,3.6,4.1,MM,MM,MM,MM,1020.4,23.7,25.8,MM,MM,MM,MM
2019 04 18 08 18,50,3.1,3.6,MM,MM,MM,MM,1020.4,23.7,25.8,MM,MM,MM,MM
2019 04 18 08 24,40,2.6,3.1,MM,MM,MM,MM,1020.5,23.7,25.8,MM,MM,MM,MM
2019 04 18 08 30,50,2.1,3.1,MM,MM,MM,MM,1020.5,23.7,25.7,MM,MM,MM,MM
2019 04 18 08 36,50,2.6,3.6,MM,MM,MM,MM,1020.5,23.8,25.7,MM,MM,MM,MM
2019 04 18 08 42,50,3.1,3.6,MM,MM,MM,MM,1020.5,23.6,25.7,MM,MM,MM,MM
2019 04 18 08 48,40,3.1,4.1,MM,MM,MM,MM,1020.5,23.7,25.7,MM,MM,MM,MM
2019 04 18 08 54,50,3.1,4.6,MM,MM,MM,MM,1020.5,23.7,25.7,MM,MM,MM,MM
2019 04 18 09 00,40,3.1,5.1,MM,MM,MM,MM,1020.6,23.7,25.7,MM,MM,1.7,MM
2019 04 18 09 06,30,3.6,4.6,MM,MM,MM,MM,1020.6,23.9,25.7,MM,MM,MM,MM
2019 04 18 09 12,50,4.1,5.1,MM,MM,MM,MM,1020.5,23.8,25.7,MM,MM,MM,MM
2019 04 18 09 18,50,4.1,5.1,MM,MM,MM,MM,1020.5,23.7,25.7,MM,MM,MM,MM
2019 04 18 09 24,50,3.6,4.6,MM,MM,MM,MM,1020.4,23.9,25.7,MM,MM,MM,MM
2019 04 18 09 30,70,3.6,5.1,MM,MM,MM,MM,1020.4,23.9,25.7,MM,MM,MM,MM
2019 04 18 09 36,70,3.6,6.2,MM,MM,MM,MM,1020.4,23.9,25.7,MM,MM,MM,MM
2019 04 18 09 42,80,2.6,4.6,MM,MM,MM,MM,1020.4,23.9,25.7,MM,MM,MM,MM
2019 04 18 09 48,80,2.6,3.6,MM,MM,MM,MM,1020.3,23.8,25.7,MM,MM,MM,MM
2019 04 18 09 54,80,3.6,5.1,MM,MM,MM,MM,1020.3,23.8,25.7,MM,MM,MM,MM
2019 04 18 10 00,80,2.6,4.6,MM,MM,MM,MM,1020.3,24.1,25.6,MM,MM,0.5,MM
2019 04 18 10 06,70,3.6,5.1,MM,MM,MM,MM,1020.2,23.9,25.6,MM,MM,MM,MM
2019 04 18 10 12,80,4.1,5.7,MM,MM,MM,MM,1020.1,23.9,25.6,MM,MM,MM,MM
2019 04 18 10 18,90,2.6,4.6,MM,MM,MM,MM,1020,23.9,25.6,MM,MM,MM,MM
2019 04 18 10 24,90,2.6,5.7,MM,MM,MM,MM,1020,23.8,25.6,MM,MM,MM,MM
2019 04 18 10 30,80,2.6,4.6,MM,MM,MM,MM,1019.9,23.8,25.6,MM,MM,MM,MM
2019 04 18 10 36,70,3.1,4.6,MM,MM,MM,MM,1019.9,23.7,25.6,MM,MM,MM,MM
2019 04 18 10 42,70,3.1,4.1,MM,MM,MM,MM,1019.8,23.6,25.6,MM,MM,MM,MM
2019 04 18 10 48,80,3.6,5.1,MM,MM,MM,MM,1019.7,23.8,25.6,MM,MM,MM,MM
2019 04 18 10 54,80,3.6,6.2,MM,MM,MM,MM,1019.5,23.8,25.6,MM,MM,MM,MM
2019 04 18 11 00,80,3.6,6.2,MM,MM,MM,MM,1019.5,23.9,25.6,MM,MM,-0.9,MM
2019 04 18 11 06,80,4.1,5.7,MM,MM,MM,MM,1019.4,23.7,25.6,MM,MM,MM,MM
2019 04 18 11 12,80,2.6,5.1,MM,MM,MM,MM,1019.3,24,25.6,MM,MM,MM,MM
2019 04 18 11 18,80,2.1,3.6,MM,MM,MM,MM,1019.2,23.8,25.6,MM,MM,MM,MM
2019 04 18 11 24,90,3.1,5.1,MM,MM,MM,MM,1019.1,23.8,25.6,MM,MM,MM,MM
2019 04 18 11 30,80,4.1,6.2,MM,MM,MM,MM,1019,23.8,25.6,MM,MM,MM,MM
2019 04 18 11 36,80,4.1,5.7,MM,MM,MM,MM,1019,23.8,25.6,MM,MM,MM,MM
2019 04 18 11 42,80,2.6,5.7,MM,MM,MM,MM,1018.9,23.7,25.6,MM,MM,MM,MM
2019 04 18 11 48,80,4.1,5.7,MM,MM,MM,MM,1018.9,23.6,25.6,MM,MM,MM,MM
2019 04 18 11 54,90,3.1,6.2,MM,MM,MM,MM,1018.7,23.8,25.5,MM,MM,MM,MM
2019 04 18 12 00,80,4.1,5.1,MM,MM,MM,MM,1018.6,23.7,25.5,MM,MM,-2,MM
2019 04 18 12 06,80,4.6,5.7,MM,MM,MM,MM,1018.5,23.6,25.5,MM,MM,MM,MM
2019 04 18 12 12,80,2.6,6.2,MM,MM,MM,MM,1018.4,23.7,25.5,MM,MM,MM,MM
2019 04 18 12 18,90,3.1,5.7,MM,MM,MM,MM,1018.4,23.6,25.5,MM,MM,MM,MM
2019 04 18 12 24,80,3.6,6.2,MM,MM,MM,MM,1018.3,23.7,25.5,MM,MM,MM,MM
2019 04 18 12 30,90,3.6,5.7,MM,MM,MM,MM,1018.4,23.7,25.5,MM,MM,MM,MM
2019 04 18 12 36,80,4.6,6.7,MM,MM,MM,MM,1018.3,23.6,25.5,MM,MM,MM,MM
2019 04 18 12 42,80,4.6,6.2,MM,MM,MM,MM,1018.3,23.8,25.5,MM,MM,MM,MM
2019 04 18 12 48,70,4.6,5.7,MM,MM,MM,MM,1018.3,23.7,25.5,MM,MM,MM,MM
2019 04 18 12 54,80,3.6,5.7,MM,MM,MM,MM,1018.3,23.6,25.5,MM,MM,MM,MM
2019 04 18 13 00,80,4.1,6.2,MM,MM,MM,MM,1018.3,23.7,25.5,MM,MM,-2,MM
2019 04 18 13 06,80,3.6,5.1,MM,MM,MM,MM,1018.2,23.8,25.5,MM,MM,MM,MM
2019 04 18 13 12,70,3.6,5.7,MM,MM,MM,MM,1018.2,23.8,25.5,MM,MM,MM,MM
2019 04 18 13 18,80,4.6,6.2,MM,MM,MM,MM,1018.2,23.6,25.5,MM,MM,MM,MM
2019 04 18 13 24,80,4.1,5.7,MM,MM,MM,MM,1018.2,23.6,25.5,MM,MM,MM,MM
2019 04 18 13 30,80,3.6,5.7,MM,MM,MM,MM,1018.1,23.6,25.5,MM,MM,MM,MM
2019 04 18 13 36,80,4.1,6.2,MM,MM,MM,MM,1018,23.5,25.5,MM,MM,MM,MM
2019 04 18 13 42,80,4.1,5.1,MM,MM,MM,MM,1018,23.5,25.5,MM,MM,MM,MM
2019 04 18 13 48,80,2.6,5.1,MM,MM,MM,MM,1018,23.5,25.4,MM,MM,MM,MM
2019 04 18 13 54,80,3.1,5.1,MM,MM,MM,MM,1017.9,23.5,25.4,MM,MM,MM,MM
2019 04 18 14 00,90,2.6,5.7,MM,MM,MM,MM,1017.8,23.6,25.4,MM,MM,-1.7,MM
2019 04 18 14 06,90,3.1,6.2,MM,MM,MM,MM,1017.8,23.5,25.4,MM,MM,MM,MM
2019 04 18 14 12,90,2.6,5.1,MM,MM,MM,MM,1017.7,23.5,25.4,MM,MM,MM,MM
2019 04 18 14 18,80,3.1,5.1,MM,MM,MM,MM,1017.6,23.6,25.4,MM,MM,MM,MM
2019 04 18 14 24,80,4.6,6.7,MM,MM,MM,MM,1017.6,23.4,25.4,MM,MM,MM,MM
2019 04 18 14 30,90,3.1,6.7,MM,MM,MM,MM,1017.7,23.5,25.4,MM,MM,MM,MM
2019 04 18 14 36,90,3.1,5.1,MM,MM,MM,MM,1017.6,23.6,25.4,MM,MM,MM,MM
2019 04 18 14 42,90,3.1,5.7,MM,MM,MM,MM,1017.6,23.5,25.4,MM,MM,MM,MM
2019 04 18 14 48,90,2.6,6.2,MM,MM,MM,MM,1017.5,23.5,25.4,MM,MM,MM,MM
2019 04 18 14 54,100,5.1,7.7,MM,MM,MM,MM,1017.4,23.6,25.4,MM,MM,MM,MM
2019 04 18 15 00,100,4.1,7.7,MM,MM,MM,MM,1017.2,23.6,25.4,MM,MM,-1.4,MM
2019 04 18 15 06,100,5.7,8.8,MM,MM,MM,MM,1017.4,23.5,25.4,MM,MM,MM,MM
2019 04 18 15 12,100,3.1,6.7,MM,MM,MM,MM,1017.6,23.5,25.4,MM,MM,MM,MM
2019 04 18 15 18,100,2.6,5.7,MM,MM,MM,MM,1017.7,23.7,25.4,MM,MM,MM,MM
2019 04 18 15 24,90,3.1,5.1,MM,MM,MM,MM,1017.8,23.4,25.4,MM,MM,MM,MM
2019 04 18 15 30,100,5.1,7.7,MM,MM,MM,MM,1017.9,23.3,25.4,MM,MM,MM,MM
2019 04 18 15 36,90,3.1,6.2,MM,MM,MM,MM,1018,23.5,25.4,MM,MM,MM,MM
2019 04 18 15 42,100,3.1,5.1,MM,MM,MM,MM,1018.1,23.4,25.4,MM,MM,MM,MM
2019 04 18 15 48,100,2.6,4.6,MM,MM,MM,MM,1018.2,23.6,25.4,MM,MM,MM,MM
2019 04 18 15 54,90,2.6,6.2,MM,MM,MM,MM,1018.3,23.6,25.4,MM,MM,MM,MM
2019 04 18 16 00,90,2.6,5.1,MM,MM,MM,MM,1018.4,23.6,25.4,MM,MM,0,MM
2019 04 18 16 06,90,3.1,5.7,MM,MM,MM,MM,1018.3,23.5,25.4,MM,MM,MM,MM
2019 04 18 16 12,90,3.1,6.2,MM,MM,MM,MM,1018.4,23.7,25.4,MM,MM,MM,MM
2019 04 18 16 18,90,2.6,5.1,MM,MM,MM,MM,1018.4,23.5,25.3,MM,MM,MM,MM
2019 04 18 16 24,90,2.6,5.1,MM,MM,MM,MM,1018.5,23.6,25.3,MM,MM,MM,MM
2019 04 18 16 30,90,2.1,6.2,MM,MM,MM,MM,1018.7,23.7,25.3,MM,MM,MM,MM
2019 04 18 16 36,90,2.6,4.6,MM,MM,MM,MM,1018.8,23.7,25.3,MM,MM,MM,MM
2019 04 18 16 42,90,2.1,6.2,MM,MM,MM,MM,1018.9,23.8,25.3,MM,MM,MM,MM
2019 04 18 16 48,80,3.6,5.7,MM,MM,MM,MM,1019,23.7,25.3,MM,MM,MM,MM
2019 04 18 16 54,90,3.6,5.7,MM,MM,MM,MM,1019,23.8,25.3,MM,MM,MM,MM
2019 04 18 17 00,90,2.6,5.1,MM,MM,MM,MM,1019.1,24,25.3,MM,MM,1.3,MM
2019 04 18 17 06,100,2.6,6.2,MM,MM,MM,MM,1019.1,24.1,25.3,MM,MM,MM,MM
2019 04 18 17 12,90,2.6,5.7,MM,MM,MM,MM,1019.2,24.1,25.3,MM,MM,MM,MM
2019 04 18 17 18,80,4.1,6.7,MM,MM,MM,MM,1019.3,24.2,25.3,MM,MM,MM,MM
2019 04 18 17 24,90,3.6,7.2,MM,MM,MM,MM,1019.4,24.2,25.3,MM,MM,MM,MM
2019 04 18 17 30,80,4.6,7.2,MM,MM,MM,MM,1019.6,24.2,25.2,MM,MM,MM,MM
2019 04 18 17 36,90,3.6,7.7,MM,MM,MM,MM,1019.6,24.3,25.2,MM,MM,MM,MM
2019 04 18 17 42,90,3.1,5.1,MM,MM,MM,MM,1019.7,24.1,25.2,MM,MM,MM,MM
2019 04 18 17 48,90,4.1,8.8,MM,MM,MM,MM,1019.9,24.2,25.2,MM,MM,MM,MM
2019 04 18 17 54,80,4.6,7.7,MM,MM,MM,MM,1019.9,24.1,25.2,MM,MM,MM,MM
2019 04 18 18 00,80,6.7,8.2,MM,MM,MM,MM,1019.9,24.3,25.2,MM,MM,2.7,MM
2019 04 18 18 06,90,4.6,6.7,MM,MM,MM,MM,1020,24.6,25.2,MM,MM,MM,MM
2019 04 18 18 12,90,2.6,6.2,MM,MM,MM,MM,1020.1,24.9,25.2,MM,MM,MM,MM
2019 04 18 18 18,90,2.1,6.2,MM,MM,MM,MM,1020.2,24.9,25.2,MM,MM,MM,MM
2019 04 18 18 24,90,3.1,5.1,MM,MM,MM,MM,1020.2,25.2,25.2,MM,MM,MM,MM
2019 04 18 18 30,90,2.6,5.7,MM,MM,MM,MM,1020.3,25.2,25.2,MM,MM,MM,MM
2019 04 18 18 36,90,3.6,6.2,MM,MM,MM,MM,1020.4,24.9,25.2,MM,MM,MM,MM
2019 04 18 18 42,90,3.1,7.2,MM,MM,MM,MM,1020.4,25,25.2,MM,MM,MM,MM
2019 04 18 18 48,90,3.6,7.7,MM,MM,MM,MM,1020.5,24.8,25.2,MM,MM,MM,MM
2019 04 18 18 54,90,2.6,6.2,MM,MM,MM,MM,1020.6,25.1,25.2,MM,MM,MM,MM
2019 04 18 19 00,80,5.1,7.7,MM,MM,MM,MM,1020.6,24.8,25.2,MM,MM,2.2,MM
2019 04 18 19 06,90,2.6,5.7,MM,MM,MM,MM,1020.5,25.4,25.2,MM,MM,MM,MM
2019 04 18 19 12,90,3.6,7.2,MM,MM,MM,MM,1020.5,24.9,25.2,MM,MM,MM,MM
2019 04 18 19 18,100,4.6,7.7,MM,MM,MM,MM,1020.5,25.7,25.2,MM,MM,MM,MM
2019 04 18 19 24,100,3.1,7.2,MM,MM,MM,MM,1020.4,25.9,25.2,MM,MM,MM,MM
2019 04 18 19 30,100,3.6,5.7,MM,MM,MM,MM,1020.4,25.6,25.2,MM,MM,MM,MM
2019 04 18 19 36,90,2.6,6.2,MM,MM,MM,MM,1020.3,25.1,25.2,MM,MM,MM,MM
2019 04 18 19 42,100,3.1,6.2,MM,MM,MM,MM,1020.2,25.3,25.2,MM,MM,MM,MM
2019 04 18 19 48,100,3.6,7.7,MM,MM,MM,MM,1020.1,25.5,25.2,MM,MM,MM,MM
2019 04 18 19 54,90,4.1,7.7,MM,MM,MM,MM,1020,25.3,25.2,MM,MM,MM,MM
2019 04 18 20 00,100,4.1,8.2,MM,MM,MM,MM,1020.1,25.6,25.3,MM,MM,1,MM
2019 04 18 20 06,100,5.1,8.8,MM,MM,MM,MM,1020.2,26,25.3,MM,MM,MM,MM
2019 04 18 20 12,100,5.1,8.2,MM,MM,MM,MM,1020.2,25.7,25.3,MM,MM,MM,MM
2019 04 18 20 18,100,4.6,7.7,MM,MM,MM,MM,1020.3,25.9,25.3,MM,MM,MM,MM
2019 04 18 20 24,100,3.1,6.2,MM,MM,MM,MM,1020.3,25.6,25.3,MM,MM,MM,MM
2019 04 18 20 30,100,3.6,6.7,MM,MM,MM,MM,1020.3,25.6,25.3,MM,MM,MM,MM
2019 04 18 20 36,100,2.6,5.1,MM,MM,MM,MM,1020.3,25.8,25.3,MM,MM,MM,MM
2019 04 18 20 42,100,3.1,7.2,MM,MM,MM,MM,1020.2,25.9,25.4,MM,MM,MM,MM
2019 04 18 20 48,110,5.7,7.7,MM,MM,MM,MM,1020.3,26.2,25.4,MM,MM,MM,MM
2019 04 18 20 54,90,4.1,7.2,MM,MM,MM,MM,1020.2,25,25.4,MM,MM,MM,MM
